GMTDateTime,X,Y
12/10/15 16:35,44.99885666,-92.984703
12/10/15 16:35,44.99923198,-92.98470836
12/10/15 16:35,44.99938576,-92.98470667
12/10/15 16:36,44.99942564,-92.99347523
12/10/15 16:36,44.99930532,-92.99821964
12/10/15 20:53,44.99915122,-93.10026551
12/10/15 16:37,44.99930063,-92.9990024
12/10/15 16:37,44.99935224,-92.99951975
12/10/15 16:37,44.99935196,-92.99951797
12/10/15 16:41,44.99935762,-92.99951261
12/10/15 16:41,44.99935758,-92.99951263
12/10/15 16:41,44.99935715,-92.99951254
12/10/15 16:43,44.99935693,-92.99951285
12/10/15 16:43,44.99935758,-92.9995131
12/10/15 16:44,44.99935739,-92.9995137
12/10/15 16:44,44.99935698,-92.99951413
12/10/15 16:44,44.99935669,-92.99951079
12/10/15 16:46,44.99935741,-92.99950981
12/10/15 16:47,44.99936152,-92.99951027
12/10/15 16:48,44.99936278,-92.99951084
12/10/15 16:48,44.99936275,-92.99951073
12/10/15 16:49,44.99936468,-92.99951044
12/10/15 16:50,44.99936456,-92.99951064
12/10/15 16:50,44.9993644,-92.99951052
12/10/15 16:50,44.99936451,-92.99951028
12/10/15 16:52,44.99935316,-92.99951868
12/10/15 16:52,44.99935969,-92.99952161
12/10/15 16:53,44.9993592,-92.99951759
12/10/15 16:55,44.99935796,-92.99951226
12/10/15 16:56,44.99935782,-92.99951227
12/10/15 16:58,44.9993599,-92.99950757
12/10/15 16:59,44.99936058,-92.9995087
12/10/15 16:59,44.99936151,-92.99950056
12/10/15 16:59,44.99936138,-92.99950049
12/10/15 17:00,44.99936121,-92.99950034
12/10/15 17:00,44.99936444,-92.99950113
12/10/15 17:00,45.02793588,-93.01805447
12/10/15 17:00,45.02783885,-93.01805848
12/10/15 17:00,45.0277435,-93.01806234
12/10/15 17:01,45.02171859,-93.0188665
12/10/15 17:01,45.02135706,-93.01896065
12/10/15 17:01,45.02132728,-93.01896909
12/10/15 17:02,45.02105736,-93.01903748
12/10/15 17:02,45.02096587,-93.01906068
12/10/15 17:02,45.02083665,-93.01909851
12/10/15 17:02,45.02047171,-93.01920087
12/10/15 17:02,45.02027489,-93.01925077
12/10/15 17:02,45.02016487,-93.0192786
12/10/15 17:02,45.01993851,-93.01933713
12/10/15 17:02,44.99936508,-92.99936572
12/10/15 17:02,45.01948454,-93.01945826
12/10/15 17:02,45.01822396,-93.01977469
12/10/15 17:03,45.01692702,-93.01986345
12/10/15 21:04,44.99202001,-93.01637515
12/10/15 21:04,44.9920191,-93.01623436
12/10/15 17:03,45.01682017,-93.01987018
12/10/15 17:03,45.01637418,-93.01989573
12/10/15 17:03,45.01626475,-93.01990239
12/10/15 17:03,45.016045,-93.01991266
12/10/15 17:03,45.01593432,-93.01991833
12/10/15 17:03,45.01593432,-93.01991833
12/10/15 17:03,45.01582828,-93.01992366
12/10/15 17:03,45.01491835,-93.01997936
12/10/15 17:03,45.01446829,-93.02006279
12/10/15 17:03,44.99934949,-92.9993621
12/10/15 17:03,45.01436282,-93.02009087
12/10/15 17:03,45.01425263,-93.02012295
12/10/15 17:03,45.01415017,-93.02015626
12/10/15 17:03,45.0140417,-93.02019372
12/10/15 17:03,45.01221719,-93.0213522
12/10/15 17:03,44.99934925,-92.99936093
12/10/15 17:03,45.01021759,-93.02311427
12/10/15 17:03,45.01010259,-93.02326655
12/10/15 17:04,45.00971976,-93.02385875
12/10/15 17:04,45.00718091,-93.02529005
12/10/15 17:04,45.00696054,-93.02526378
12/10/15 17:04,45.00678139,-93.02524491
12/10/15 17:04,45.0065319,-93.02522564
12/10/15 17:04,45.00636495,-93.02479935
12/10/15 17:04,45.00636295,-93.02452927
12/10/15 17:04,45.00636255,-93.02434773
12/10/15 17:04,45.00636182,-93.024145
